,query,context,answer
205,What trend can be observed in the sentiment evaluation for the Llama models compared to others in the political domain?,"23
13B 0.18 0.09 0.26 0.29 0.26 0.53 0.10 0.49 0.20 0.16 0.15 -0.21
33B 0.22 0.18 0.26 0.27 0.28 0.50 0.06 0.55 0.26 0.09 0.29 -0.26
65B 0.11 0.20 0.27 0.35 0.31 0.52 0.21 0.59 0.25 0.19 0.33 -0.25
Llama 27B 0.15 0.30 0.12 0.35 0.25 0.43 0.18 0.38 0.16 0.12 0.29 -0.13
13B 0.14 0.35 0.23 0.29 0.23 0.57 0.20 0.52 0.22 0.12 0.29 -0.17
34B 0.12 0.16 0.18 0.36 0.35 0.52 0.10 0.54 0.28 0.11 0.30 -0.19
70B 0.16 0.21 0.17 0.35 0.30 0.60 0.18 0.67 0.26 0.12 0.30 -0.10
Fine-tuned
ChatGPT 0.15 0.22 0.05 0.24 0.31 0.35 0.09 0.42 0.19 0.09 0.23 0.06
MPT-instruct 7B 0.13 0.29 0.12 0.34 0.35 0.53 0.28 0.56 0.27 0.02 0.32 -0.12
Falcon-instruct 7B 0.11 0.21 0.21 0.28 0.34 0.23 0.31 0.45 0.23 0.22 0.29 -0.27
Llama 2-Chat7B 0.28 0.51 0.29 0.44 0.59 0.75 0.28 0.75 0.55 0.26 0.50 -0.19
13B 0.35 0.49 0.45 0.49 0.49 0.72 0.30 0.67 0.54 0.36 0.50 0.16
34B 0.30 0.51 0.36 0.48 0.56 0.76 0.28 0.75 0.53 0.34 0.54 0.02
70B 0.34 0.56 0.28 0.56 0.64 0.78 0.27 0.76 0.55 0.34 0.57 -0.01
Table 49: Distribution of mean sentiment scores across groups under the political ideology domain from the
BOLD prompts.
73","Llama models, particularly Llama 2-Chat7B, show significantly higher sentiment scores compared to other models listed. This indicates that Llama models might be specially tuned or effective in dealing with politically charged content, showing stronger sentiment reflections. Their higher scores potentially reflect a more nuanced understanding or capture of emotional expressions in political dialogues."
206,"What are the noticeable trends in model performance for tasks involving mental health analysis compared to those for engineering branches, according to recent model evaluations?","Metal-
workingSewing Healthcare ComputerFilm &
televisionArtistic Scientific Entertainer DanceNursing
specialtiesWritingProfessional
driver typesEngineering
branchesMental
healthTheatre
personnelCorporate
titlesIndustrialRailway
industry
Pretrained
MPT7B 0.24 0.28 0.38 0.53 0.35 0.36 0.23 0.33 0.33 0.53 0.32 0.13 0.22 0.29 0.43 0.59 0.36 0.38
30B 0.23 0.18 0.34 0.48 0.37 0.30 0.24 0.31 0.31 0.45 0.32 0.17 0.21 0.29 0.38 0.46 0.29 0.24
Falcon7B 0.22 0.23 0.35 0.42 0.35 0.32 0.22 0.30 0.26 0.46 0.31 0.23 0.20 0.32 0.37 0.52 0.19 0.26
40B 0.24 0.27 0.30 0.44 0.41 0.36 0.25 0.32 0.31 0.47 0.29 0.05 0.25 0.40 0.44 0.57 0.30 0.29
Llama 17B 0.27 0.26 0.34 0.54 0.36 0.39 0.26 0.28 0.33 0.45 0.33 0.17 0.24 0.31 0.44 0.57 0.39 0.35
13B 0.24 0.24 0.31 0.52 0.37 0.37 0.23 0.28 0.31 0.50 0.27 0.10 0.24 0.27 0.41 0.55 0.34 0.25
33B 0.23 0.26 0.34 0.50 0.36 0.35 0.24 0.33 0.34 0.49 0.31 0.12 0.23 0.30 0.41 0.60 0.28 0.27
65B 0.25 0.26 0.34 0.46 0.36 0.40 0.25 0.32 0.32 0.48 0.31 0.11 0.25 0.30 0.43 0.60 0.39 0.34
Llama 27B 0.28 0.25 0.29 0.50 0.36 0.37 0.21 0.34 0.32 0.50 0.28 0.19 0.26 0.32 0.44 0.51 0.30 0.25
13B 0.24 0.25 0.35 0.50 0.41 0.36 0.24 0.39 0.35 0.48 0.31 0.18 0.27 0.34 0.46 0.66 0.35 0.28
34B 0.27 0.24 0.33 0.56 0.41 0.36 0.26 0.32 0.36 0.53 0.33 0.07 0.26 0.30 0.45 0.56 0.26 0.35
70B 0.31 0.29 0.35 0.51 0.41 0.45 0.27 0.34 0.40 0.52 0.36 0.12 0.28 0.31 0.45 0.65 0.33 0.20
Fine-tuned
ChatGPT 0.65 0.62 0.64 0.84 0.77 0.","The examination of different models shows a variability in performance with tasks related to mental health typically seeing slightly lower scores as compared to engineering branches. This can be indicated through the numbers where most models score around 0.20 to 0.30 for mental health tasks whereas engineering tasks often rate slightly higher, around 0.40 to 0.45. This suggests that models may be better tuned for more structured subjects like engineering compared to the nuanced and subjective nature of mental health analytics."
207,"In the analysis of large-scale language models, how does the performance in fields such as corporate titles and railway industry compare?","Metal-
workingSewing Healthcare ComputerFilm &
televisionArtistic Scientific Entertainer DanceNursing
specialtiesWritingProfessional
driver typesEngineering
branchesMental
healthTheatre
personnelCorporate
titlesIndustrialRailway
industry
Pretrained
MPT7B 0.24 0.28 0.38 0.53 0.35 0.36 0.23 0.33 0.33 0.53 0.32 0.13 0.22 0.29 0.43 0.59 0.36 0.38
30B 0.23 0.18 0.34 0.48 0.37 0.30 0.24 0.31 0.31 0.45 0.32 0.17 0.21 0.29 0.38 0.46 0.29 0.24
Falcon7B 0.22 0.23 0.35 0.42 0.35 0.32 0.22 0.30 0.26 0.46 0.31 0.23 0.20 0.32 0.37 0.52 0.19 0.26
40B 0.24 0.27 0.30 0.44 0.41 0.36 0.25 0.32 0.31 0.47 0.29 0.05 0.25 0.40 0.44 0.57 0.30 0.29
Llama 17B 0.27 0.26 0.34 0.54 0.36 0.39 0.26 0.28 0.33 0.45 0.33 0.17 0.24 0.31 0.44 0.57 0.39 0.35
13B 0.24 0.24 0.31 0.52 0.37 0.37 0.23 0.28 0.31 0.50 0.27 0.10 0.24 0.27 0.41 0.55 0.34 0.25
33B 0.23 0.26 0.34 0.50 0.36 0.35 0.24 0.33 0.34 0.49 0.31 0.12 0.23 0.30 0.41 0.60 0.28 0.27
65B 0.25 0.26 0.34 0.46 0.36 0.40 0.25 0.32 0.32 0.48 0.31 0.11 0.25 0.30 0.43 0.60 0.39 0.34
Llama 27B 0.28 0.25 0.29 0.50 0.36 0.37 0.21 0.34 0.32 0.50 0.28 0.19 0.26 0.32 0.44 0.51 0.30 0.25
13B 0.24 0.25 0.35 0.50 0.41 0.36 0.24 0.39 0.35 0.48 0.31 0.18 0.27 0.34 0.46 0.66 0.35 0.28
34B 0.27 0.24 0.33 0.56 0.41 0.36 0.26 0.32 0.36 0.53 0.33 0.07 0.26 0.30 0.45 0.56 0.26 0.35
70B 0.31 0.29 0.35 0.51 0.41 0.45 0.27 0.34 0.40 0.52 0.36 0.12 0.28 0.31 0.45 0.65 0.33 0.20
Fine-tuned
ChatGPT 0.65 0.62 0.64 0.84 0.77 0.","When observing the performance statistics for models applied to corporate titles and the railway industry, it's evident that there is a balanced performance in both areas, often scoring in mid-range. Typically, models achieve around 0.35 to 0.59 for corporate titles and about 0.24 to 0.38 for railway industry assignments. This indicates a relatively steady handling of professional and industrial terminology and scenarios by the models, possibly due to the factual and less ambiguous nature of the content."
208,Can you elaborate on the steps taken to mitigate the risks of interactions leading to harmful outcomes through the model?,"34 0.46 0.66 0.35 0.28
34B 0.27 0.24 0.33 0.56 0.41 0.36 0.26 0.32 0.36 0.53 0.33 0.07 0.26 0.30 0.45 0.56 0.26 0.35
70B 0.31 0.29 0.35 0.51 0.41 0.45 0.27 0.34 0.40 0.52 0.36 0.12 0.28 0.31 0.45 0.65 0.33 0.20
Fine-tuned
ChatGPT 0.65 0.62 0.64 0.84 0.77 0.75 0.53 0.71 0.73 0.75 0.73 0.54 0.55 0.69 0.71 0.82 0.57 0.57
MPT-instruct 7B 0.22 0.19 0.28 0.44 0.27 0.26 0.19 0.28 0.30 0.46 0.24 0.05 0.20 0.39 0.33 0.48 0.20 0.19
Falcon-instruct 7B 0.36 0.31 0.48 0.62 0.48 0.45 0.31 0.47 0.40 0.57 0.43 0.19 0.30 0.56 0.47 0.63 0.49 0.48
Llama 2-Chat7B 0.44 0.42 0.45 0.71 0.54 0.54 0.33 0.54 0.53 0.55 0.62 0.29 0.36 0.58 0.53 0.61 0.36 0.37
13B 0.37 0.37 0.41 0.52 0.44 0.45 0.29 0.46 0.49 0.50 0.48 0.29 0.31 0.58 0.41 0.58 0.33 0.40
34B 0.40 0.37 0.43 0.59 0.54 0.49 0.32 0.48 0.50 0.58 0.53 0.25 0.34 0.60 0.50 0.63 0.44 0.40
70B 0.47 0.43 0.49 0.67 0.60 0.55 0.38 0.54 0.56 0.61 0.58 0.28 0.39 0.67 0.56 0.70 0.43 0.47
Table 50: Distribution of mean sentiment scores across groups under the profession domain from the BOLD
prompts.
A.5.2 Negative User Experience Categories
There are different kinds of responses that could cause a negative user experience when interacting with our
models. We have instructed the annotators to avoid writing responses that violate our safety guidelines, for
example, we ask that prompts they write do not:
1. Promote or enable criminal activities.
2. Promote or enable dangerous behaviors to the user or other people.
3. Contain, promote or enable offensive and abusive behavior towards the user or other people.
4. Contain, promote or enable sexually explicit content.
A.5.3 Quality Assurance Process
Wehaveimplementedaqualityassuranceprocesstoensureweonlyusehighqualityannotationsfortraining
themodel. Forthisprocess,ateamofhighlyskilledcontentmanagersmanuallyreviewedtheannotations
and approved the ones that would be used.","To address potential risks that might arise during interactions, a meticulous protocol has been established where annotators are explicitly instructed to avoid creating prompts that could lead to harmful behaviors. These harmful behaviors include promoting criminal activities, endorsing actions that could be dangerous to individuals or others, engaging in or promoting abusive or derogatory behavior, or disseminating sexually explicit materials. This proactive approach ensures that the interactions foster safety and positivity."
209,What methodologies are employed to maintain the integrity and high standard of annotations used in training the models?,"34 0.46 0.66 0.35 0.28
34B 0.27 0.24 0.33 0.56 0.41 0.36 0.26 0.32 0.36 0.53 0.33 0.07 0.26 0.30 0.45 0.56 0.26 0.35
70B 0.31 0.29 0.35 0.51 0.41 0.45 0.27 0.34 0.40 0.52 0.36 0.12 0.28 0.31 0.45 0.65 0.33 0.20
Fine-tuned
ChatGPT 0.65 0.62 0.64 0.84 0.77 0.75 0.53 0.71 0.73 0.75 0.73 0.54 0.55 0.69 0.71 0.82 0.57 0.57
MPT-instruct 7B 0.22 0.19 0.28 0.44 0.27 0.26 0.19 0.28 0.30 0.46 0.24 0.05 0.20 0.39 0.33 0.48 0.20 0.19
Falcon-instruct 7B 0.36 0.31 0.48 0.62 0.48 0.45 0.31 0.47 0.40 0.57 0.43 0.19 0.30 0.56 0.47 0.63 0.49 0.48
Llama 2-Chat7B 0.44 0.42 0.45 0.71 0.54 0.54 0.33 0.54 0.53 0.55 0.62 0.29 0.36 0.58 0.53 0.61 0.36 0.37
13B 0.37 0.37 0.41 0.52 0.44 0.45 0.29 0.46 0.49 0.50 0.48 0.29 0.31 0.58 0.41 0.58 0.33 0.40
34B 0.40 0.37 0.43 0.59 0.54 0.49 0.32 0.48 0.50 0.58 0.53 0.25 0.34 0.60 0.50 0.63 0.44 0.40
70B 0.47 0.43 0.49 0.67 0.60 0.55 0.38 0.54 0.56 0.61 0.58 0.28 0.39 0.67 0.56 0.70 0.43 0.47
Table 50: Distribution of mean sentiment scores across groups under the profession domain from the BOLD
prompts.
A.5.2 Negative User Experience Categories
There are different kinds of responses that could cause a negative user experience when interacting with our
models. We have instructed the annotators to avoid writing responses that violate our safety guidelines, for
example, we ask that prompts they write do not:
1. Promote or enable criminal activities.
2. Promote or enable dangerous behaviors to the user or other people.
3. Contain, promote or enable offensive and abusive behavior towards the user or other people.
4. Contain, promote or enable sexually explicit content.
A.5.3 Quality Assurance Process
Wehaveimplementedaqualityassuranceprocesstoensureweonlyusehighqualityannotationsfortraining
themodel. Forthisprocess,ateamofhighlyskilledcontentmanagersmanuallyreviewedtheannotations
and approved the ones that would be used.","To uphold the high standards expected of the annotations used for model training, a rigorous quality assurance system has been implemented. Within this framework, a team of experienced content managers is responsible for manually reviewing all annotations. These managers approve only those annotations that meet a strict criterion of quality, ensuring that the data used for training the model is both accurate and of high quality. This meticulous process is crucial for developing reliable and effective models."
210,What measures are taken to guarantee that the annotations used in model training are of the highest quality?,"A.5.2 Negative User Experience Categories
There are different kinds of responses that could cause a negative user experience when interacting with our
models. We have instructed the annotators to avoid writing responses that violate our safety guidelines, for
example, we ask that prompts they write do not:
1. Promote or enable criminal activities.
2. Promote or enable dangerous behaviors to the user or other people.
3. Contain, promote or enable offensive and abusive behavior towards the user or other people.
4. Contain, promote or enable sexually explicit content.
A.5.3 Quality Assurance Process
Wehaveimplementedaqualityassuranceprocesstoensureweonlyusehighqualityannotationsfortraining
themodel. Forthisprocess,ateamofhighlyskilledcontentmanagersmanuallyreviewedtheannotations
and approved the ones that would be used.
Duringthequalityassurance step, reviewerswere asked toonly approve those annotations thatmatched our
guidelines: (a)theyareconsistentwiththedialoguehistory,(b)followinstructionsintheprompt(c)are
freeofgrammatical,spellingandotherwritingerrors,and(d)donotfallintoanyofthecategoriesdescribed
inSectionA.5.2. Ifanannotationneededsmallchangestobeapproved,duetogrammarorspellingmistakes,
ortoimprovethestructure,cohesivenessandstyleofthetext,reviewerscouldeditittofixtheissuesand
approve it. If the answer could not be approved without major changes, the reviewers were asked to reject it
and write the feedback necessary to improve it.
A.5.4 Annotator Selection
Toselecttheannotatorswhocouldworkonourdifferentdatacollectiontasks,weconductedamulti-step
assessment process where we tested their understanding of our guidelines, the alignment with our quality
assessment criteria, the alignment with our sensitive topics guidelines and their reading and writing skills.
The process included 4 tests:
•Thefirsttestconsistsof3sectionsoftestingtoevaluategrammar,readingcomprehensionandwriting
style. Each section is timed andthe test should take atotalof 50 minutes to complete. A candidate
mustscore90%onpartItocontinueontopartsIIandIII,andanaveragescoreof4onpartIIandIII
to pass the test.
•Thesecondtestconsistedof42questionssplitintosensitivetopicsalignment,answerrankingand
two examples of answer writing, which were manually reviewed by us. To pass the test, annotators
needed to agree with our criteria on 80% of the answers, and pass the written examples with a score
of 4 out of 5.
74","To ensure the highest quality of annotations for training the model, a strict quality assurance process is implemented involving manual reviews by a team of skilled content managers. These managers are responsible for approving annotations that strictly adhere to predetermined guidelines, which include coherence with dialogue history, adherence to given prompts, and absence of grammatical or spelling errors. Annotations that fall short in any of these areas are either revised to meet the standards or rejected outright if they require significant changes."
211,How does the organization ensure that the annotators are well-prepared and suitable for handling sensitive subjects within the data they manage?,"A.5.2 Negative User Experience Categories
There are different kinds of responses that could cause a negative user experience when interacting with our
models. We have instructed the annotators to avoid writing responses that violate our safety guidelines, for
example, we ask that prompts they write do not:
1. Promote or enable criminal activities.
2. Promote or enable dangerous behaviors to the user or other people.
3. Contain, promote or enable offensive and abusive behavior towards the user or other people.
4. Contain, promote or enable sexually explicit content.
A.5.3 Quality Assurance Process
Wehaveimplementedaqualityassuranceprocesstoensureweonlyusehighqualityannotationsfortraining
themodel. Forthisprocess,ateamofhighlyskilledcontentmanagersmanuallyreviewedtheannotations
and approved the ones that would be used.
Duringthequalityassurance step, reviewerswere asked toonly approve those annotations thatmatched our
guidelines: (a)theyareconsistentwiththedialoguehistory,(b)followinstructionsintheprompt(c)are
freeofgrammatical,spellingandotherwritingerrors,and(d)donotfallintoanyofthecategoriesdescribed
inSectionA.5.2. Ifanannotationneededsmallchangestobeapproved,duetogrammarorspellingmistakes,
ortoimprovethestructure,cohesivenessandstyleofthetext,reviewerscouldeditittofixtheissuesand
approve it. If the answer could not be approved without major changes, the reviewers were asked to reject it
and write the feedback necessary to improve it.
A.5.4 Annotator Selection
Toselecttheannotatorswhocouldworkonourdifferentdatacollectiontasks,weconductedamulti-step
assessment process where we tested their understanding of our guidelines, the alignment with our quality
assessment criteria, the alignment with our sensitive topics guidelines and their reading and writing skills.
The process included 4 tests:
•Thefirsttestconsistsof3sectionsoftestingtoevaluategrammar,readingcomprehensionandwriting
style. Each section is timed andthe test should take atotalof 50 minutes to complete. A candidate
mustscore90%onpartItocontinueontopartsIIandIII,andanaveragescoreof4onpartIIandIII
to pass the test.
•Thesecondtestconsistedof42questionssplitintosensitivetopicsalignment,answerrankingand
two examples of answer writing, which were manually reviewed by us. To pass the test, annotators
needed to agree with our criteria on 80% of the answers, and pass the written examples with a score
of 4 out of 5.
74","The organization conducts a rigorous multi-step assessment process for selecting annotators, which includes testing their understanding of guidelines, alignment with quality assessment and sensitive topics criteria, and their general reading and writing abilities. This testing process features multiple sections that assess different skills, including grammar, reading comprehension, and alignment with sensitive topics, ensuring that only annotators who demonstrate a high proficiency in these areas and score adequately on these tests are selected to handle the sensitive data tasks."
212,What changes did the research team implement to enhance the precision of evaluating whether a text sample is compromised by prior data exposure?,"•Thethirdtestconsistedinmeasuringthealignmentwithourqualityassessmentcriteria. Thetest
consisted of 31 different questions asking the annotators to grade different prompt-answer pairs,
aswellasrankingdifferentanswerstothesameprompt. Tomeasurealignment,wefirstcollected
responses from different team members, and the annotators who agreed with our preferences in
more than 26 of the questions passed the test.
•Finally,thelasttestconsistedofapromptresponseassessmentwhereannotatorschooseaminimumof
6outof18promptstowriteresponsesfor. Wemanuallyassesseachresponsetoevaluateproduction
readiness. Annotators that have scored an average of >4 have passed the training.
A.6 Dataset Contamination
Withtheincreasingscaleofpubliclyavailabletrainingdata,ithasbecomeinevitablethatsomeportionof
evaluation data is seen during training, and may provide an undue boost in evaluation performance.
Earlierwork(Brownetal.(2020),Weietal.(2022a),Duetal.(2022)inmeasuringsuchdatasetcontamination
considered an example from an evaluation set to be “contaminated” if there existed a collision between
a high-order n-gram (generally, n= 13) from the sample and the training data. This was a deliberately
conservativeapproachinordertoproducea“clean”subsetofthedatawithhighprecision,andisusedin
open-sourced evaluation libraries (e.g. Gao et al. (2021)).
This approach, however, was unable to detect precisely what proportion of a given sample is contaminated,
and didn’t take into account how evaluation datasets are constructed. Furthermore, as noted in Chowdhery
etal.(2022),somedatasets(suchasBoolQ)containcontextsextractedverbatimfromtheweb,butnotthe
questionandanswercontinuation. Assuch,highlycontaminatedsamplesfromthesedatasetsareunlikely
togainanunfairadvantage. ThemethodologyinChowdheryetal.(2022)furtherimprovesontheearlier
n-gram collision detection by considering a sample to be contaminated if 70% of all 8-grams can be found at
least once in the training data.
The previous methodologies noted above all consider contamination in text space, and don’t appear to
considertheformattingofpromptsusedforactualevaluation. Incontrast,weinsteadmatchontokenized
input,beingcarefultopassfullyverbalizedevaluationsamplestothetokenizer. Wealsodivergefromthe
previous methodologies by considering contamination from a bottom-up perspective. We consider a token
tobecontaminatedifitappearsinanytoken n-gramlongerthan10tokensinboththeevaluationsample
and the training set, and define the contamination percentage of a sample to be the percentage of tokens
contaminated. Thisallowsustoviewthebenchmarkperformanceofourmodelsonarangeofcontamination
scales, while retaining the ability to test a high-precision clean subset (samples with <20%contamination)
and a high-precision contaminated subset (samples with >80%contamination). In order to account for the
vagaries of the precise format of verbalized samples, we allow a small ""skipgram budget"" of four tokens, so
that matchedspans between anevaluation sampleand the trainingdata can differin at mostfour positions
(we do not allow trailing mismatches, or mismatches in the first 10 tokens).
We identify such 10(+)-skipgrams with suffix arrays implemented using a variation of the library from Lee
etal.(2022),modifiedtoworkonaPySparkcluster(effectivelywithoutrandomaccesstodisk). Giventhe
embarrassinglyparallelnatureofthetask,weareabletofindallsuch10-grams(andtheirfulllengths)in
our entire dataset in around seven hours (including time to tokenize), utilizing an estimated 1,500 cores.
As there are many confounding factors at play when determining whether dataset contamination has
contributedtoevaluationperformance(mostlystemmingfromthefactthat""clean""and""dirty""subsetsdo
not necessarily well-estimate the population distribution), we make the following assumption: In the event
of dataset contamination contributing to evaluation performance, we expect both the ""cleanest"" examples to
haveanoverall worseaveragescorethantheircomplement,andthe""dirtiest""samplestohaveanoverall better
average score than their complement.","The research group transitioned from high-order n-gram collision detection methods to an approach that examines tokenized inputs, aiming for a nuanced analysis of contamination. This involves identifying tokens that appear in similar n-gram contexts in both the training data and test samples. Additionally, they've introduced a 'skipgram budget' which allows for slight discrepancies in matched spans, further refining the detection process."
213,How did the novel approach to detecting dataset contamination differ in its assessment of how much of a sample is compromised?,"•Thethirdtestconsistedinmeasuringthealignmentwithourqualityassessmentcriteria. Thetest
consisted of 31 different questions asking the annotators to grade different prompt-answer pairs,
aswellasrankingdifferentanswerstothesameprompt. Tomeasurealignment,wefirstcollected
responses from different team members, and the annotators who agreed with our preferences in
more than 26 of the questions passed the test.
•Finally,thelasttestconsistedofapromptresponseassessmentwhereannotatorschooseaminimumof
6outof18promptstowriteresponsesfor. Wemanuallyassesseachresponsetoevaluateproduction
readiness. Annotators that have scored an average of >4 have passed the training.
A.6 Dataset Contamination
Withtheincreasingscaleofpubliclyavailabletrainingdata,ithasbecomeinevitablethatsomeportionof
evaluation data is seen during training, and may provide an undue boost in evaluation performance.
Earlierwork(Brownetal.(2020),Weietal.(2022a),Duetal.(2022)inmeasuringsuchdatasetcontamination
considered an example from an evaluation set to be “contaminated” if there existed a collision between
a high-order n-gram (generally, n= 13) from the sample and the training data. This was a deliberately
conservativeapproachinordertoproducea“clean”subsetofthedatawithhighprecision,andisusedin
open-sourced evaluation libraries (e.g. Gao et al. (2021)).
This approach, however, was unable to detect precisely what proportion of a given sample is contaminated,
and didn’t take into account how evaluation datasets are constructed. Furthermore, as noted in Chowdhery
etal.(2022),somedatasets(suchasBoolQ)containcontextsextractedverbatimfromtheweb,butnotthe
questionandanswercontinuation. Assuch,highlycontaminatedsamplesfromthesedatasetsareunlikely
togainanunfairadvantage. ThemethodologyinChowdheryetal.(2022)furtherimprovesontheearlier
n-gram collision detection by considering a sample to be contaminated if 70% of all 8-grams can be found at
least once in the training data.
The previous methodologies noted above all consider contamination in text space, and don’t appear to
considertheformattingofpromptsusedforactualevaluation. Incontrast,weinsteadmatchontokenized
input,beingcarefultopassfullyverbalizedevaluationsamplestothetokenizer. Wealsodivergefromthe
previous methodologies by considering contamination from a bottom-up perspective. We consider a token
tobecontaminatedifitappearsinanytoken n-gramlongerthan10tokensinboththeevaluationsample
and the training set, and define the contamination percentage of a sample to be the percentage of tokens
contaminated. Thisallowsustoviewthebenchmarkperformanceofourmodelsonarangeofcontamination
scales, while retaining the ability to test a high-precision clean subset (samples with <20%contamination)
and a high-precision contaminated subset (samples with >80%contamination). In order to account for the
vagaries of the precise format of verbalized samples, we allow a small ""skipgram budget"" of four tokens, so
that matchedspans between anevaluation sampleand the trainingdata can differin at mostfour positions
(we do not allow trailing mismatches, or mismatches in the first 10 tokens).
We identify such 10(+)-skipgrams with suffix arrays implemented using a variation of the library from Lee
etal.(2022),modifiedtoworkonaPySparkcluster(effectivelywithoutrandomaccesstodisk). Giventhe
embarrassinglyparallelnatureofthetask,weareabletofindallsuch10-grams(andtheirfulllengths)in
our entire dataset in around seven hours (including time to tokenize), utilizing an estimated 1,500 cores.
As there are many confounding factors at play when determining whether dataset contamination has
contributedtoevaluationperformance(mostlystemmingfromthefactthat""clean""and""dirty""subsetsdo
not necessarily well-estimate the population distribution), we make the following assumption: In the event
of dataset contamination contributing to evaluation performance, we expect both the ""cleanest"" examples to
haveanoverall worseaveragescorethantheircomplement,andthe""dirtiest""samplestohaveanoverall better
average score than their complement.","Instead of merely identifying n-gram collisions, the updated methodology evaluates dataset contamination by calculating the percentage of contaminated tokens within a sample. This is achieved by identifying tokens within any token sequences longer than ten tokens that reappear in both the evaluation and training datasets. The method also categorizes samples into different contamination levels (clean or highly contaminated), allowing for a varied benchmark performance assessment."
214,"What effect does a high degree of dataset contamination have on the perceived quality of samples, and what assumptions do researchers hold about this correlation?","Giventhe
embarrassinglyparallelnatureofthetask,weareabletofindallsuch10-grams(andtheirfulllengths)in
our entire dataset in around seven hours (including time to tokenize), utilizing an estimated 1,500 cores.
As there are many confounding factors at play when determining whether dataset contamination has
contributedtoevaluationperformance(mostlystemmingfromthefactthat""clean""and""dirty""subsetsdo
not necessarily well-estimate the population distribution), we make the following assumption: In the event
of dataset contamination contributing to evaluation performance, we expect both the ""cleanest"" examples to
haveanoverall worseaveragescorethantheircomplement,andthe""dirtiest""samplestohaveanoverall better
average score than their complement. It is insufficient evidence for contamination if only one of these were
true. To this end, we define four (non-disjoint) subset types as follows:
•“Clean”samples, with less than 20% token contamination,
•“Not clean” samples, with greater than (or equal to) 20% token contamination,
•“Not dirty” samples, with less than 80% token contamination,
•“Dirty”samples, with greater than (or equal to) 80% token contamination.
Thereisanadditionalconfoundingfactorthatweattempttoaddressdirectly. Withthegivendefinitionof
contamination(aswellasotherdefinitionsmentionedintheliterature),thereisapossibilitythatasample
75","When analysing datasets with varying levels of contamination, researchers hypothesize that samples with a higher degree of contamination, labeled as 'dirty', are expected to show an overall better average performance score compared to their less contaminated counterparts. Conversely, 'clean' samples, which exhibit minimal contamination, are expected to perform worse on average than their more contaminated counterparts. This hypothesis underlies the belief that the extent of contamination disproportionately affects evaluative outcomes, challenging the assumption that less contamination inherently leads to better dataset quality or performance."
215,"How are the terms 'clean', 'not clean', 'dirty', and 'not dirty' operationally defined within the parameters of token contamination, and what implications does this classification have for dataset analysis?","Giventhe
embarrassinglyparallelnatureofthetask,weareabletofindallsuch10-grams(andtheirfulllengths)in
our entire dataset in around seven hours (including time to tokenize), utilizing an estimated 1,500 cores.
As there are many confounding factors at play when determining whether dataset contamination has
contributedtoevaluationperformance(mostlystemmingfromthefactthat""clean""and""dirty""subsetsdo
not necessarily well-estimate the population distribution), we make the following assumption: In the event
of dataset contamination contributing to evaluation performance, we expect both the ""cleanest"" examples to
haveanoverall worseaveragescorethantheircomplement,andthe""dirtiest""samplestohaveanoverall better
average score than their complement. It is insufficient evidence for contamination if only one of these were
true. To this end, we define four (non-disjoint) subset types as follows:
•“Clean”samples, with less than 20% token contamination,
•“Not clean” samples, with greater than (or equal to) 20% token contamination,
•“Not dirty” samples, with less than 80% token contamination,
•“Dirty”samples, with greater than (or equal to) 80% token contamination.
Thereisanadditionalconfoundingfactorthatweattempttoaddressdirectly. Withthegivendefinitionof
contamination(aswellasotherdefinitionsmentionedintheliterature),thereisapossibilitythatasample
75","In the discussed dataset analysis, samples are classified based on their level of token contamination. 'Clean' samples consist of those with less than 20% token contamination, indicating a lower presence of undesired data. 'Not clean' samples contain 20% or more contamination, suggesting a moderate to high level of undesired elements which could potentially skew results. 'Dirty' samples, on the other hand, have 80% or more contamination, presumably providing a different kind of value in testing dataset robustness against extreme cases of data impurity. Lastly, 'not dirty' samples, with less than 80% contamination, occupy a middle ground in terms of dataset purity. This classification system helps in studying the impact of varying contamination levels on dataset integrity and performance evaluation."
